"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","H6_Facial.Coverings","H6_Flag","H7_Vaccination.policy","H7_Flag","H8_Protection.of.elderly.people","H8_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay","cases","deaths","iso2"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,5.21,5.21,5.95,5.95,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,NA,NA,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,8.33,8.33,5.95,5.95,25,25,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,5.21,5.21,5.95,5.95,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,5.56,5.56,7.14,7.14,8.33,8.33,9.52,9.52,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,11.46,11.46,13.1,13.1,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,11.46,11.46,13.1,13.1,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,11.11,11.11,16.67,16.67,11.46,11.46,13.1,13.1,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,13.89,13.89,20.24,20.24,13.02,13.02,14.88,14.88,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,13.89,13.89,20.24,20.24,13.02,13.02,14.88,14.88,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,1,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,1,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,2,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,1,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,2,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,4,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,2,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,4,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,4,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,7,0,19.44,19.44,25,25,16.15,16.15,18.45,18.45,0,0,3,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-12,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,10,0,23.15,23.15,32.14,32.14,18.23,18.23,20.83,20.83,0,0,3,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-13,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,18,0,26.85,26.85,39.29,39.29,22.4,22.4,25.6,25.6,0,0,8,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-14,1,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,20,0,26.85,26.85,39.29,39.29,22.4,22.4,25.6,25.6,0,0,2,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-15,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,20,0,32.41,32.41,48.81,48.81,25.52,25.52,29.17,29.17,0,0,0,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-16,2,1,1,1,1,1,0,NA,0,NA,0,NA,1,1,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,45,1,41.67,41.67,61.9,61.9,30.73,30.73,35.12,35.12,0,0,25,1,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-17,2,1,2,1,1,1,0,NA,0,NA,0,NA,1,1,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,55,1,45.37,45.37,65.48,65.48,32.81,32.81,37.5,37.5,0,0,10,0,"US_NV"
"United States","USA","Nevada","US_NV","STATE_TOTAL",2020-03-18,3,1,2,1,1,1,0,NA,0,NA,0,NA,1,1,3,1,0,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,1,1,NA,55,1,49.07,49.07,69.05,69.05,36.46,36.46,39.88,39.88,12.5,12.5,0,0,"US_NV"
